 query_name, seed eggNOG ortholog, seed ortholog evalue, seed ortholog score, Predicted taxonomic group, Predicted protein name, Gene Ontology terms , EC number, KEGG_ko, KEGG_Pathway, KEGG_Module, KEGG_Reaction, KEGG_rclass, BRITE, KEGG_TC, CAZy , BiGG Reaction, tax_scope: eggNOG taxonomic level used for annotation, eggNOG OGs , COG Functional Category, eggNOG free text description
HEHHLMAC_02307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEHHLMAC_02312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEHHLMAC_02319,203119.Cthe_0001,9.6E-135,487.3,Ruminococcaceae,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1TPA6@1239,247KF@186801,3WG90@541000,COG1961@1,COG1961@2",L,"Psort location Cytoplasmic, score"
HEHHLMAC_02321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEHHLMAC_02324,1265845.PWEIH_14911,3.9E-69,267.3,Bacilli,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1UPSA@1239,2BQCH@1,33DRM@2,4IV9Y@91061",0,0
HEHHLMAC_02325,562743.JH976440_gene273,2.7E-60,238.4,Bacilli,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1VG00@1239,2EBJH@1,335JZ@2,4HQFE@91061",0,0
HEHHLMAC_02336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEHHLMAC_02348,1265845.PWEIH_14696,6.6E-190,669.8,Firmicutes,ybaC,0,3.4.11.5,ko:K01259,"ko00330,map00330",0,R00135,0,"ko00000,ko00001,ko01000,ko01002",0,0,0,Bacteria,"1UHTA@1239,COG0596@1,COG0596@2",S,Alpha beta hydrolase
HEHHLMAC_02349,1265845.PWEIH_14691,1.1E-113,416,Bacilli,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1V5KP@1239,4HSX0@91061,COG1309@1,COG1309@2",K,"Bacterial regulatory proteins, tetR family"
HEHHLMAC_02353,1265845.PWEIH_14666,4E-78,297.4,Listeriaceae,fld,0,0,ko:K03839,0,0,0,0,ko00000,0,0,0,Bacteria,"1V7AG@1239,26J5F@186820,4HMJF@91061,COG0716@1,COG0716@2",C,Flavodoxin
HEHHLMAC_02355,1497679.EP56_02705,4.2E-126,457.6,Listeriaceae,yokD,0,2.3.1.81,ko:K00662,0,0,0,0,"ko00000,ko01000,ko01504",0,0,0,Bacteria,"1V2QD@1239,26KCK@186820,4HE0G@91061,COG2746@1,COG2746@2",V,aminoglycoside
HEHHLMAC_02383,1552123.EP57_03405,5.1E-15,88.2,Bacteria,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"COG0664@1,COG0664@2",T,cyclic nucleotide binding
HEHHLMAC_02384,1552123.EP57_03400,6E-57,227.6,Bacilli,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1VZ87@1239,4HYX0@91061,COG0664@1,COG0664@2",T,Cyclic nucleotide-monophosphate binding domain
HEHHLMAC_02395,1265845.PWEIH_09683,3.5E-23,115.2,Listeriaceae,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1U2US@1239,26MNW@186820,2BSAD@1,32MC4@2,4ICHJ@91061",0,0
HEHHLMAC_02398,1265845.PWEIH_09813,0,2145.9,Listeriaceae,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1VR52@1239,26N8D@186820,4HU93@91061,COG1404@1,COG1404@2",O,WxL domain surface cell wall-binding
HEHHLMAC_02399,1265845.PWEIH_09818,3.1E-43,181,Listeriaceae,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1U2Y7@1239,26MY4@186820,2BU2V@1,32PBM@2,4ICMD@91061",0,0
HEHHLMAC_02400,1265845.PWEIH_09823,7.7E-113,413.3,Listeriaceae,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1U57I@1239,26MKM@186820,29YSM@1,30KNU@2,4IEYY@91061",S,WxL domain surface cell wall-binding
HEHHLMAC_02408,1497679.EP56_10515,3.4E-50,204.1,Listeriaceae,XK27_08645,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1VA1N@1239,26KU7@186820,4HMNQ@91061,COG1695@1,COG1695@2",K,transcriptional
HEHHLMAC_02411,1265845.PWEIH_09893,0,2207.6,Bacilli,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1UYZF@1239,4HF2J@91061,COG4412@1,COG4412@2,COG5492@1,COG5492@2",N,M6 family metalloprotease domain protein
HEHHLMAC_02416,574376.BAMA_16965,2.3E-12,78.6,Bacilli,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1W6IP@1239,28U4B@1,2ZGAA@2,4I0JB@91061",S,Protein of unknown function (DUF3958)
HEHHLMAC_02419,1265845.PWEIH_05469,2.4E-44,184.5,Listeriaceae,ycnE,"GO:0003674,GO:0003824",3.1.1.29,ko:K01056,0,0,0,0,"ko00000,ko01000,ko03012",0,0,0,Bacteria,"1VG4T@1239,26M15@186820,4HPNQ@91061,COG1359@1,COG1359@2",S,Antibiotic biosynthesis monooxygenase
HEHHLMAC_02422,1265845.PWEIH_05449,0,1519.2,Listeriaceae,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1VR52@1239,26N8D@186820,4HU93@91061,COG1404@1,COG1404@2",O,WxL domain surface cell wall-binding
HEHHLMAC_02423,1265845.PWEIH_05444,5E-125,453.8,Listeriaceae,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1U2IN@1239,26MHW@186820,4IC5T@91061,COG0664@1,COG0664@2",K,Cyclic nucleotide-monophosphate binding domain
HEHHLMAC_02430,1265845.PWEIH_05409,0,1102.8,Listeriaceae,pmmB,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0044424,GO:0044444,GO:0044464","5.4.2.2,5.4.2.8","ko:K01835,ko:K01840","ko00010,ko00030,ko00051,ko00052,ko00230,ko00500,ko00520,ko00521,ko01100,ko01110,ko01120,ko01130,map00010,map00030,map00051,map00052,map00230,map00500,map00520,map00521,map01100,map01110,map01120,map01130","M00114,M00549","R00959,R01057,R01818,R08639",RC00408,"ko00000,ko00001,ko00002,ko01000",0,0,0,Bacteria,"1TP2N@1239,26J8I@186820,4HADU@91061,COG1109@1,COG1109@2",G,phosphomannomutase
HEHHLMAC_02439,1552123.EP57_08185,3.6E-178,631.7,Bacilli,fliD,"GO:0001539,GO:0005575,GO:0005576,GO:0005623,GO:0006928,GO:0008150,GO:0009288,GO:0009420,GO:0009421,GO:0009987,GO:0040011,GO:0042995,GO:0043226,GO:0043228,GO:0044422,GO:0044461,GO:0044463,GO:0044464,GO:0048870,GO:0051179,GO:0051674,GO:0071973,GO:0097588",0,ko:K02407,"ko02040,map02040",0,0,0,"ko00000,ko00001,ko02035",0,0,0,Bacteria,"1URWC@1239,4HJAY@91061,COG1345@1,COG1345@2",N,LXG domain of WXG superfamily
HEHHLMAC_02441,1552123.EP57_08195,2.1E-57,228.4,Bacilli,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1VDYC@1239,2C8WH@1,32UKU@2,4HQXD@91061",S,Domain of unknown function (DUF5082)
HEHHLMAC_02454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEHHLMAC_02465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEHHLMAC_02470,1265845.PWEIH_15048,0,2319.3,Listeriaceae,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1UN7F@1239,26N0D@186820,4IU6U@91061,COG4257@1,COG4257@2,COG4886@1,COG4886@2",V,LPXTG cell wall anchor motif
HEHHLMAC_02474,1265845.PWEIH_15028,3.7E-166,590.9,Listeriaceae,yceM,0,"1.1.1.18,1.1.1.369","ko:K00010,ko:K03810","ko00521,ko00562,ko01100,ko01120,ko01130,map00521,map00562,map01100,map01120,map01130",0,"R01183,R09951",RC00182,"ko00000,ko00001,ko01000",0,0,0,Bacteria,"1UZRV@1239,26JYB@186820,4HEWB@91061,COG0673@1,COG0673@2",S,Oxidoreductase
HEHHLMAC_02481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEHHLMAC_02483,2325.TKV_c21810,7.2E-13,80.1,Thermoanaerobacterales,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1VK84@1239,24QK6@186801,42I9F@68295,COG1396@1,COG1396@2",K,Helix-turn-helix XRE-family like proteins
HEHHLMAC_02486,1123230.ARQJ01000030_gene217,2E-11,76.3,Bacilli,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1VAEI@1239,2DMHY@1,32RNH@2,4HNXX@91061",0,0
HEHHLMAC_02488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEHHLMAC_02489,1449338.JQLU01000005_gene2725,2.2E-143,515.8,Bacteria,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"COG5444@1,COG5444@2",UW,nuclease activity
HEHHLMAC_02490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEHHLMAC_02491,1265845.PWEIH_00030,2.6E-68,264.6,Listeriaceae,yhaI,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1VWFJ@1239,26MRT@186820,4HWJ3@91061,COG3152@1,COG3152@2",S,Protein of unknown function (DUF805)
HEHHLMAC_02492,1265845.PWEIH_00025,0,5184,Listeriaceae,M1-568,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1TQBI@1239,26IY8@186820,4HBAT@91061,COG4932@1,COG4932@2",M,Collagen binding domain
HEHHLMAC_02497,1265845.PWEIH_15918,5.7E-189,666.8,Bacilli,mprF,0,0,ko:K07027,0,0,0,0,"ko00000,ko02000",4.D.2,0,0,Bacteria,"1TXG8@1239,4I253@91061,COG0392@1,COG0392@2",S,"Catalyzes the transfer of a lysyl group from L-lysyl- tRNA(Lys) to membrane-bound phosphatidylglycerol (PG), which produces lysylphosphatidylglycerol (LPG), a major component of the bacterial membrane with a positive net charge. LPG synthesis contributes to bacterial virulence as it is involved in the resistance mechanism against cationic antimicrobial peptides (CAMP) produces by the host's immune system (defensins, cathelicidins) and by the competing microorganisms"
HEHHLMAC_02526,1265845.PWEIH_16088,4.3E-269,933.3,Bacilli,ltrA_1,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1TP9A@1239,4H9NW@91061,COG3344@1,COG3344@2",L,reverse transcriptase
HEHHLMAC_02535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEHHLMAC_02536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEHHLMAC_02538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEHHLMAC_02542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEHHLMAC_02544,1265845.PWEIH_08481,0,1435.6,Listeriaceae,gyrA,"GO:0000166,GO:0000287,GO:0003674,GO:0003824,GO:0003916,GO:0003918,GO:0005488,GO:0005524,GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0006139,GO:0006259,GO:0006265,GO:0006725,GO:0006807,GO:0006996,GO:0008094,GO:0008144,GO:0008150,GO:0008152,GO:0009987,GO:0016020,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016853,GO:0016887,GO:0017076,GO:0017111,GO:0030312,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034335,GO:0034641,GO:0035639,GO:0036094,GO:0042623,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044464,GO:0046483,GO:0046872,GO:0051276,GO:0061505,GO:0071103,GO:0071704,GO:0071840,GO:0071944,GO:0090304,GO:0097159,GO:0097367,GO:0140097,GO:1901265,GO:1901360,GO:1901363",5.99.1.3,ko:K02469,0,0,0,0,"ko00000,ko01000,ko03032,ko03400",0,0,0,Bacteria,"1TP2Z@1239,26KDX@186820,4HAHY@91061,COG0188@1,COG0188@2",L,"A type II topoisomerase that negatively supercoils closed circular double-stranded (ds) DNA in an ATP-dependent manner to modulate DNA topology and maintain chromosomes in an underwound state. Negative supercoiling favors strand separation, and DNA replication, transcription, recombination and repair, all of which involve strand separation. Also able to catalyze the interconversion of other topological isomers of dsDNA rings, including catenanes and knotted rings. Type II topoisomerases break and join 2 DNA strands simultaneously in an ATP-dependent manner"
HEHHLMAC_02556,1265845.PWEIH_08426,0,1703.7,Listeriaceae,0,0,"2.7.1.48,3.6.1.41","ko:K00876,ko:K01525","ko00230,ko00240,ko00983,ko01100,map00230,map00240,map00983,map01100",0,"R00125,R00513,R00516,R00517,R00962,R00964,R00967,R00968,R00970,R01548,R01549,R01880,R02091,R02096,R02097,R02327,R02332,R02371,R02372,R08232","RC00002,RC00017","ko00000,ko00001,ko01000",0,0,0,Bacteria,"1TPCI@1239,26MBI@186820,4HBD8@91061,COG0639@1,COG0639@2,COG4639@1,COG4639@2",T,"PNKP adenylyltransferase domain, ligase domain"
HEHHLMAC_02573,1265845.PWEIH_08326,1.5E-62,245.4,Listeriaceae,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1VH2R@1239,26MVI@186820,2EB7F@1,33581@2,4HNR9@91061",0,0
HEHHLMAC_02577,1552123.EP57_05535,4.7E-90,337.8,Listeriaceae,0,0,0,ko:K19134,0,0,0,0,"ko00000,ko02048",0,0,0,Bacteria,"1TVJI@1239,26MS5@186820,4I378@91061,COG5061@1,COG5061@2",OU,Protein of unknown function (DUF3307)
HEHHLMAC_02586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEHHLMAC_02587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEHHLMAC_02600,1265845.PWEIH_09246,1E-93,349.4,Listeriaceae,0,0,2.3.1.128,ko:K03790,0,0,0,0,"ko00000,ko01000,ko03009",0,0,0,Bacteria,"1VCN3@1239,26MRG@186820,4HKNF@91061,COG1670@1,COG1670@2",J,Acetyltransferase (GNAT) domain
HEHHLMAC_02604,1497679.EP56_10275,0,1123.2,Bacteria,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"2DR7D@1,33AJ0@2",S,Pectate lyase superfamily protein
HEHHLMAC_02607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEHHLMAC_02613,1265845.PWEIH_16918,2E-45,188,Bacilli,0,0,0,ko:K13653,0,0,0,0,"ko00000,ko03000",0,0,0,Bacteria,"1VJT1@1239,4HREN@91061,COG3708@1,COG3708@2",K,Putative zinc ribbon domain
HEHHLMAC_02614,1497679.EP56_10340,8.2E-32,142.5,Listeriaceae,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1U2WK@1239,26MUG@186820,2DK1R@1,30869@2,4ICJJ@91061",S,IDEAL
HEHHLMAC_02616,1497679.EP56_10345,2.9E-62,244.6,Listeriaceae,uspA,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1VMC9@1239,26MPR@186820,4I3ZV@91061,COG0589@1,COG0589@2",T,universal stress protein
HEHHLMAC_02627,1265845.PWEIH_10368,1.8E-72,278.5,Listeriaceae,rplI,"GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005886,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0016020,GO:0019538,GO:0019843,GO:0022625,GO:0022626,GO:0030312,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0070180,GO:0071704,GO:0071944,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904",0,ko:K02939,"ko03010,map03010",M00178,0,0,"br01610,ko00000,ko00001,ko00002,ko03011",0,0,0,Bacteria,"1V6QG@1239,26JIY@186820,4HIKJ@91061,COG0359@1,COG0359@2",J,binds to the 23S rRNA
HEHHLMAC_02641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEHHLMAC_02672,1265845.PWEIH_00195,4E-86,324.3,Listeriaceae,phaD,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1VFRA@1239,26KQZ@186820,4I42V@91061,COG1309@1,COG1309@2",K,Transcriptional regulator
HEHHLMAC_02674,198094.BA_5499,2.1E-13,82.4,Bacillus,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1VM6G@1239,1ZMR4@1386,2DPST@1,3338J@2,4IPHS@91061",S,Protein of unknown function (DUF3278)
HEHHLMAC_02675,1265845.PWEIH_00180,1.5E-29,134.8,Listeriaceae,0,0,0,ko:K07729,0,0,0,0,"ko00000,ko03000",0,0,0,Bacteria,"1VEGF@1239,26M27@186820,4HNUT@91061,COG1476@1,COG1476@2",K,Helix-turn-helix domain
HEHHLMAC_02679,1265845.PWEIH_02117,6.1E-28,131.3,Firmicutes,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1VQMN@1239,2DSCQ@1,33FJR@2",0,0
HEHHLMAC_02690,1265845.PWEIH_00090,2.5E-124,451.4,Listeriaceae,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1TSWT@1239,26J9W@186820,4HBSC@91061,COG0745@1,COG0745@2",K,response regulator
HEHHLMAC_02698,1497679.EP56_13825,0,1621.7,Listeriaceae,yoaB,0,3.6.3.8,ko:K01537,0,0,0,0,"ko00000,ko01000",3.A.3.2,0,0,Bacteria,"1TPF5@1239,26IP7@186820,4H9S5@91061,COG0474@1,COG0474@2",P,"Cation transporter/ATPase, N-terminus"
HEHHLMAC_02709,1265845.PWEIH_04628,5.4E-109,400.2,Listeriaceae,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1U2S4@1239,26M9D@186820,29M6M@1,30842@2,4ICEV@91061",0,0
HEHHLMAC_02711,1265845.PWEIH_04638,0,1260.4,Bacilli,bhp,0,0,"ko:K13735,ko:K20276,ko:K21449","ko02024,ko05100,map02024,map05100",0,0,0,"ko00000,ko00001,ko02000",1.B.40.2,0,0,Bacteria,"1UP9T@1239,4IV36@91061,COG1404@1,COG1404@2",O,Belongs to the peptidase S8 family
HEHHLMAC_02718,1265845.PWEIH_04678,1.3E-108,399.1,Listeriaceae,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1VSH8@1239,26M4S@186820,4HV58@91061,COG0664@1,COG0664@2",T,#NAME?
HEHHLMAC_02719,1265845.PWEIH_04683,6.2E-271,939.5,Listeriaceae,0,0,0,ko:K02538,0,0,0,0,"ko00000,ko03000",0,0,0,Bacteria,"1VSXD@1239,26MKY@186820,4HTT9@91061,COG3711@1,COG3711@2",K,Mga helix-turn-helix domain
HEHHLMAC_02722,1265845.PWEIH_04698,1.9E-86,325.1,Listeriaceae,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1VR74@1239,26MAD@186820,2F24E@1,33T35@2,4HTCJ@91061",0,0
HEHHLMAC_02754,1265845.PWEIH_08966,2.1E-227,794.7,Listeriaceae,0,0,2.7.1.2,ko:K00845,"ko00010,ko00052,ko00500,ko00520,ko00521,ko00524,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00052,map00500,map00520,map00521,map00524,map01100,map01110,map01120,map01130,map01200","M00001,M00549","R00299,R01600,R01786","RC00002,RC00017","ko00000,ko00001,ko00002,ko01000",0,0,0,Bacteria,"1V1JZ@1239,26M5H@186820,4HGBN@91061,COG1940@1,COG1940@2,COG3355@1,COG3355@2",GK,ROK family
HEHHLMAC_02759,1265845.PWEIH_08991,8E-134,483,Listeriaceae,nagB,"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0016853,GO:0016860,GO:0016861,GO:0043877,GO:0044424,GO:0044444,GO:0044464","3.1.1.31,3.5.99.6","ko:K01057,ko:K02080,ko:K02564","ko00030,ko00052,ko00520,ko01100,ko01110,ko01120,ko01130,ko01200,map00030,map00052,map00520,map01100,map01110,map01120,map01130,map01200","M00004,M00006,M00008","R00765,R02035,R08365","RC00163,RC00537","ko00000,ko00001,ko00002,ko01000",0,0,"iB21_1397.B21_02959,iECB_1328.ECB_03008,iECD_1391.ECD_03008,iECNA114_1301.ECNA114_3225,iECSF_1327.ECSF_2979",Bacteria,"1V3C0@1239,26N31@186820,4HTVA@91061,COG0363@1,COG0363@2",G,Glucosamine-6-phosphate isomerases/6-phosphogluconolactonase
HEHHLMAC_02777,1265845.PWEIH_09086,3E-116,424.5,Listeriaceae,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1U2TB@1239,26MCZ@186820,29M75@1,3084J@2,4ICG3@91061",K,Crp-like helix-turn-helix domain
HEHHLMAC_02784,1265845.PWEIH_09121,2.1E-185,654.8,Listeriaceae,wbmG,0,5.1.3.2,ko:K01784,"ko00052,ko00520,ko01100,map00052,map00520,map01100","M00361,M00362,M00632","R00291,R02984",RC00289,"ko00000,ko00001,ko00002,ko01000",0,0,0,Bacteria,"1V34Y@1239,26M9U@186820,4HCJE@91061,COG0451@1,COG0451@2",GM,Male sterility protein
HEHHLMAC_02786,1265845.PWEIH_09131,3.4E-169,600.9,Listeriaceae,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1V59N@1239,26M5A@186820,2A3F8@1,30RXY@2,4HIES@91061",S,Shikimate / quinate 5-dehydrogenase
HEHHLMAC_02790,1265845.PWEIH_09151,2.9E-114,417.9,Listeriaceae,ywqC,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1U2UJ@1239,26MMY@186820,4ICHC@91061,COG3944@1,COG3944@2",M,Chain length determinant protein
HEHHLMAC_02794,1265845.PWEIH_17139,3.4E-94,351.3,Listeriaceae,0,0,0,ko:K07487,0,0,0,0,ko00000,0,0,0,Bacteria,"1TTC7@1239,26MYX@186820,4HDW8@91061,COG3039@1,COG3039@2",L,COG3666 Transposase and inactivated derivatives
HEHHLMAC_02819,1265845.PWEIH_04958,2.6E-228,797.7,Listeriaceae,hisD,"GO:0000105,GO:0003674,GO:0003824,GO:0004399,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006547,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009987,GO:0016053,GO:0016491,GO:0016614,GO:0016616,GO:0018130,GO:0019438,GO:0019752,GO:0030145,GO:0034641,GO:0043167,GO:0043169,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046483,GO:0046872,GO:0046914,GO:0052803,GO:0055114,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607","1.1.1.23,1.1.1.308","ko:K00013,ko:K15509","ko00340,ko01100,ko01110,ko01230,map00340,map01100,map01110,map01230",M00026,"R01158,R01163,R03012","RC00099,RC00242,RC00463","ko00000,ko00001,ko00002,ko01000",0,0,0,Bacteria,"1TPAW@1239,26IUN@186820,4H9XK@91061,COG0141@1,COG0141@2",E,Catalyzes the sequential NAD-dependent oxidations of L- histidinol to L-histidinaldehyde and then to L-histidine
HEHHLMAC_02822,1497679.EP56_00840,0,1247.3,Listeriaceae,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1VFBB@1239,26MA1@186820,2DY5W@1,348A0@2,4HFVY@91061",0,0
HEHHLMAC_02823,1265845.PWEIH_15218,2.5E-292,1012.3,Listeriaceae,0,0,0,"ko:K14645,ko:K20276","ko02024,map02024",0,0,0,"ko00000,ko00001,ko01000,ko01002,ko03110",0,0,0,Bacteria,"1UP9T@1239,26MHY@186820,4IV36@91061,COG1404@1,COG1404@2",O,Belongs to the peptidase S8 family
HEHHLMAC_02842,1552123.EP57_04570,4.9E-45,187.6,Bacilli,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1VKGJ@1239,2EVXH@1,33PB5@2,4HS9V@91061",S,"WXG100 protein secretion system (Wss), protein EssA"
HEHHLMAC_02860,1265845.PWEIH_01090,1.3E-154,552.4,Listeriaceae,malA,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1V7S4@1239,26IXT@186820,4HJ3V@91061,COG5521@1,COG5521@2",S,maltodextrose utilization protein MalA
HEHHLMAC_02878,1265845.PWEIH_01025,9E-122,443,Bacilli,0,0,0,ko:K07052,0,0,0,0,ko00000,0,0,0,Bacteria,"1VA8S@1239,4IQWI@91061,COG1266@1,COG1266@2",S,CAAX amino terminal protease family protein
HEHHLMAC_02883,324057.Pjdr2_0904,1.1E-42,181.4,Paenibacillaceae,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1TT53@1239,26VUU@186822,4IPIB@91061,COG3507@1,COG3507@2",M,Belongs to the glycosyl hydrolase 43 family
HEHHLMAC_02884,324057.Pjdr2_6193,4.4E-31,141.4,Paenibacillaceae,tetR,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1V1R2@1239,26R7Z@186822,4HFW2@91061,COG1309@1,COG1309@2",K,Transcriptional regulator
HEHHLMAC_02885,324057.Pjdr2_6192,2.8E-70,272.3,Paenibacillaceae,0,0,1.1.1.169,ko:K00077,"ko00770,ko01100,ko01110,map00770,map01100,map01110",M00119,R02472,RC00726,"ko00000,ko00001,ko00002,ko01000",0,0,0,Bacteria,"1UT2Y@1239,26QEG@186822,4HQQZ@91061,COG1893@1,COG1893@2",H,Ketopantoate reductase
HEHHLMAC_02888,1265845.PWEIH_12185,6.4E-34,149.4,Listeriaceae,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1U2Y2@1239,26MXW@186820,29M9I@1,30879@2,4ICM8@91061",0,0
HEHHLMAC_02914,706434.HMPREF9429_01023,5.3E-137,495.4,Negativicutes,prrC,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1TQ19@1239,4H6F0@909932,COG4694@1,COG4694@2",S,AAA domain
HEHHLMAC_02920,881621.LIV_0055,1.1E-29,139,Listeriaceae,esaA,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1TPQK@1239,26IX7@186820,4HBIN@91061,COG0842@1,COG0842@2,COG1511@1,COG1511@2",V,type VII secretion protein EsaA
HEHHLMAC_02923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEHHLMAC_02929,226185.EF_3220,3.4E-233,815.5,Firmicutes,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1VHC5@1239,COG3012@1,COG3012@2",S,SEC-C Motif Domain Protein
